year,state,state_po,state_ic,office,candidate,party,candidatevotes,totalvotes
2002,Oregon,OR,72,US Senate,Lon Mabon,constitution,21703,1267221
2002,Oregon,OR,72,US Senate,Bill Bradbury,democrat,501898,1267221
2002,Rhode Island,RI,5,US Senate,Jack Reed,democrat,253774,323582
2002,Rhode Island,RI,5,US Senate,Robert G. Tingle,republican,69808,323582
2002,South Carolina,SC,48,US Senate,Ted Adams,constitution,8228,1102912
2002,South Carolina,SC,48,US Senate,Lindsey O. Graham,republican,600010,1102912
2002,South Carolina,SC,48,US Senate,Alex Sanders,democrat,487359,1102912
2002,South Carolina,SC,48,US Senate,Victor Kocher,libertarian,6648,1102912
2002,South Carolina,SC,48,US Senate,NA,NA,667,1102912
2002,South Dakota,SD,37,US Senate,Kurt Evans,libertarian,3071,337501
2002,South Dakota,SD,37,US Senate,Tim Johnson,democrat,167481,337501
2002,South Dakota,SD,37,US Senate,John Thune,republican,166949,337501
2002,Tennessee,TN,54,US Senate,Wesley M. Baker,independent,6106,1642432
2002,Tennessee,TN,54,US Senate,Karl Stanley Davidson,independent,2217,1642432
2002,Tennessee,TN,54,US Senate,Bob Clement,democrat,728232,1642432
2002,Tennessee,TN,54,US Senate,NA,NA,356,1642432
2002,Tennessee,TN,54,US Senate,Connie Gammon,independent,5349,1642432
2002,Tennessee,TN,54,US Senate,Basil J. Marceaux,independent,1170,1642432
2002,Tennessee,TN,54,US Senate,John Jay Hooker,independent,6401,1642432
2002,Tennessee,TN,54,US Senate,Lamar Alexander,republican,891498,1642432
2002,Tennessee,TN,54,US Senate,H. Gary Keplinger,independent,1103,1642432
2002,Texas,TX,49,US Senate,NA,NA,1422,4514012
2002,Texas,TX,49,US Senate,Roy H. Williams,green,25051,4514012
2002,Texas,TX,49,US Senate,John Cornyn,republican,2496243,4514012
2002,Texas,TX,49,US Senate,Ron Kirk,democrat,1955758,4514012
2002,Texas,TX,49,US Senate,Scott Lanier Jameson,libertarian,35538,4514012
2002,Virginia,VA,40,US Senate,Nancy B. Spannaus,independent,145102,1489422
2002,Virginia,VA,40,US Senate,Jacob G. Hornberger Jr.,independent,106055,1489422
2002,Virginia,VA,40,US Senate,John W. Warner,republican,1229894,1489422
2002,Virginia,VA,40,US Senate,NA,NA,8371,1489422
2002,West Virginia,WV,56,US Senate,Jay Wolfe,republican,160902,436183
2002,West Virginia,WV,56,US Senate,John D. Rockefeller IV,democrat,275281,436183
2002,Wyoming,WY,68,US Senate,Joyce Jansa Corcoran,democrat,49570,183280
2002,Wyoming,WY,68,US Senate,Michael B. Enzi,republican,133710,183280
2004,Alabama,AL,41,US Senate,NA,NA,1848,1839066
2004,Alabama,AL,41,US Senate,Richard C. Shelby,republican,1242200,1839066
2004,Alabama,AL,41,US Senate,Wayne Sowell,democrat,595018,1839066
2004,Alaska,AK,81,US Senate,Jim Skyes,green,3053,308315
2004,Alaska,AK,81,US Senate,Tony Knowles,democrat,140424,308315
2004,Alaska,AK,81,US Senate,Lisa Murkowski,republican,149773,308315
2004,Alaska,AK,81,US Senate,NA,NA,423,308315
2004,Alaska,AK,81,US Senate,Scott A. Kohlhaas,alaska libertarian,1240,308315
2004,Alaska,AK,81,US Senate,Marc J. Millican,nonpartisan,8885,308315
2004,Alaska,AK,81,US Senate,Jerry Sanders,alaskan independence,3785,308315
2004,Alaska,AK,81,US Senate,"Ted ""Big"" Gianoutsos",nonpartisan,732,308315
2004,Arizona,AZ,61,US Senate,Ernest Hancock,libertarian,51798,1961677
2004,Arizona,AZ,61,US Senate,Stuart Starky,democrat,404507,1961677
2004,Arizona,AZ,61,US Senate,John McCain,republican,1505372,1961677
2004,Arkansas,AR,42,US Senate,Glen A. Schwarz,,212,1039349
2004,Arkansas,AR,42,US Senate,NA,NA,128,1039349
2004,Arkansas,AR,42,US Senate,Blanche L. Lincoln,democrat,580973,1039349
2004,Arkansas,AR,42,US Senate,Jim Holt,republican,458036,1039349
2004,California,CA,71,US Senate,Barbara Boxer,democrat,6955728,12053295
2004,California,CA,71,US Senate,Don J. Grundmann,american independent,81224,12053295
2004,California,CA,71,US Senate,"James P. ""Jim"" Gray",libertarian,216522,12053295
2004,California,CA,71,US Senate,Marsha Feinland,peace and freedom,243846,12053295
2004,California,CA,71,US Senate,NA,NA,53,12053295
2004,California,CA,71,US Senate,Bill Jones,republican,4555922,12053295
2004,Colorado,CO,62,US Senate,Ken Salazar,democrat,1081188,2107472
2004,Colorado,CO,62,US Senate,Finn Gotaas,unaffiliated,1750,2107472
2004,Colorado,CO,62,US Senate,"Douglas ""Dayhorse"" Campbell",american constitution,18783,2107472
2004,Colorado,CO,62,US Senate,Richard Randall,libertarian,10160,2107472
2004,Colorado,CO,62,US Senate,Victor Good,reform,6481,2107472
2004,Colorado,CO,62,US Senate,Pete Coors,republican,980668,2107472
2004,Colorado,CO,62,US Senate,John R. Harris,independent,8442,2107472
2004,Connecticut,CT,1,US Senate,Leonard H. Rasch,libertarian,9188,1424726
2004,Connecticut,CT,1,US Senate,Jack C. Orchulli,republican,457749,1424726
2004,Connecticut,CT,1,US Senate,Christopher J. Dodd,democrat,945347,1424726
2004,Connecticut,CT,1,US Senate,Timothy A. Knibbs,concerned citizens,12442,1424726
2004,Florida,FL,43,US Senate,NA,NA,16,7429894
2004,Florida,FL,43,US Senate,NA,NA,27,7429894
2004,Florida,FL,43,US Senate,NA,NA,119,7429894
2004,Florida,FL,43,US Senate,Mel Martinez,republican,3672864,7429894
2004,Florida,FL,43,US Senate,NA,NA,25,7429894
2004,Florida,FL,43,US Senate,Betty Castor,democrat,3590201,7429894
2004,Florida,FL,43,US Senate,Dennis F. Bradley,veterans party of america,166642,7429894
2004,Georgia,GA,44,US Senate,NA,NA,7,3220981
2004,Georgia,GA,44,US Senate,Johnny Isakson,republican,1864202,3220981
2004,Georgia,GA,44,US Senate,NA,NA,31,3220981
2004,Georgia,GA,44,US Senate,Denise L. Majette,democrat,1287690,3220981
2004,Georgia,GA,44,US Senate,Allen Buckley,libertarian,69051,3220981
2004,Hawaii,HI,82,US Senate,Daniel K. Inouye,democrat,313629,415347
2004,Hawaii,HI,82,US Senate,Jim Brewer,nonpartisan,9269,415347
2004,Hawaii,HI,82,US Senate,Cam Cavasso,republican,87172,415347
2004,Hawaii,HI,82,US Senate,Jeff Mallan,libertarian,5277,415347
2004,Idaho,ID,63,US Senate,NA,NA,4136,503932
2004,Idaho,ID,63,US Senate,Mike Crapo,republican,499796,503932
2004,Illinois,IL,21,US Senate,Jerry Kohn,libertarian,69253,5141520
2004,Illinois,IL,21,US Senate,Alan Keyes,republican,1390690,5141520
2004,Illinois,IL,21,US Senate,Barack Obama,democrat,3597456,5141520
2004,Illinois,IL,21,US Senate,Albert J. Franzen,independent,81164,5141520
2004,Illinois,IL,21,US Senate,NA,NA,2957,5141520
2004,Indiana,IN,22,US Senate,Albert Barger,libertarian,27344,2428233
2004,Indiana,IN,22,US Senate,Marvin Scott,republican,903913,2428233
2004,Indiana,IN,22,US Senate,Evan Bayh,democrat,1496976,2428233
2004,Iowa,IA,31,US Senate,Arthur Small,democrat,412365,1479228
2004,Iowa,IA,31,US Senate,NA,NA,475,1479228
2004,Iowa,IA,31,US Senate,Christy Ann Welty,libertarian,15218,1479228
2004,Iowa,IA,31,US Senate,Edwin Fruit,socialist workers,1874,1479228
2004,Iowa,IA,31,US Senate,Daryl A. Northrop,green,11121,1479228
2004,Iowa,IA,31,US Senate,Charles E. Grassley,republican,1038175,1479228
2004,Kansas,KS,32,US Senate,George Cook,reform,15980,1129022
2004,Kansas,KS,32,US Senate,Lee Jones,democrat,310337,1129022
2004,Kansas,KS,32,US Senate,Steven A. Rosile,libertarian,21842,1129022
2004,Kansas,KS,32,US Senate,Sam Brownback,republican,780863,1129022
2004,Kentucky,KY,51,US Senate,Daniel Mongiardo,democrat,850855,1724362
2004,Kentucky,KY,51,US Senate,Jim Bunning,republican,873507,1724362
2004,Louisiana,LA,45,US Senate,John Kennedy,democrat,275821,1848056
2004,Louisiana,LA,45,US Senate,Richard M. Fontanesi,other,15097,1848056
2004,Louisiana,LA,45,US Senate,"Sam Houston Melton, Jr.",democrat,12289,1848056
2004,Louisiana,LA,45,US Senate,Christopher John,democrat,542150,1848056
2004,Louisiana,LA,45,US Senate,David Vitter,republican,943014,1848056
2004,Louisiana,LA,45,US Senate,Arthur A. Morrell,democrat,47222,1848056
2004,Louisiana,LA,45,US Senate,"R. A. ""Skip"" Galan",other,12463,1848056
2004,Maryland,MD,52,US Senate,NA,NA,47,2321931
2004,Maryland,MD,52,US Senate,Barbara A. Mikulski,democrat,1504691,2321931
2004,Maryland,MD,52,US Senate,E. J. Pipkin,republican,783055,2321931
2004,Maryland,MD,52,US Senate,NA,NA,204,2321931
2004,Maryland,MD,52,US Senate,NA,NA,109,2321931
2004,Maryland,MD,52,US Senate,Thomas Trump,constitution,9009,2321931
2004,Maryland,MD,52,US Senate,Maria Allwine,green,24816,2321931
2004,Missouri,MO,34,US Senate,Nancy Farmer,democrat,1158261,2706402
2004,Missouri,MO,34,US Senate,Don Griffin,constitution,10404,2706402
2004,Missouri,MO,34,US Senate,Christopher S. Bond,republican,1518089,2706402
2004,Missouri,MO,34,US Senate,Kevin Tull,libertarian,19648,2706402
2004,Nevada,NV,65,US Senate,Richard Ziser,republican,284640,810068
2004,Nevada,NV,65,US Senate,Harry Reid,democrat,494805,810068
2004,Nevada,NV,65,US Senate,Other,,12968,810068
2004,Nevada,NV,65,US Senate,Gary Marinch,natural law,2095,810068
2004,Nevada,NV,65,US Senate,David K. Schumann,independent american,6001,810068
2004,Nevada,NV,65,US Senate,Thomas L. Hurst,libertarian,9559,810068
2004,New Hampshire,NH,4,US Senate,NA,NA,102,657086
2004,New Hampshire,NH,4,US Senate,Doris R. Haddock,democrat,221549,657086
2004,New Hampshire,NH,4,US Senate,Blank Vote/Scattering,,588,657086
2004,New Hampshire,NH,4,US Senate,Judd Gregg,republican,434847,657086
2004,New York,NY,13,US Senate,David E. McReynolds,green,36942,7447818
2004,New York,NY,13,US Senate,Charles E. Schumer,independence,216198,7447818
2004,New York,NY,13,US Senate,Donald Silberger,libertarian,19073,7447818
2004,New York,NY,13,US Senate,Blank Vote/Scattering,,744943,7447818
2004,New York,NY,13,US Senate,Marilyn F. O'Grady,conservative,220960,7447818
2004,New York,NY,13,US Senate,Charles E. Schumer,working families,168719,7447818
2004,New York,NY,13,US Senate,Abraham Hirschfeld,builders,16196,7447818
2004,New York,NY,13,US Senate,Howard Mills,republican,1625069,7447818
2004,New York,NY,13,US Senate,Charles E. Schumer,democrat,4384907,7447818
2004,New York,NY,13,US Senate,Martin Koppel,socialist workers,14811,7447818
2004,North Carolina,NC,47,US Senate,Erskine Bowles,democrat,1632527,3472082
2004,North Carolina,NC,47,US Senate,NA,NA,362,3472082
2004,North Carolina,NC,47,US Senate,Tom Bailey,libertarian,47743,3472082
2004,North Carolina,NC,47,US Senate,Richard Burr,republican,1791450,3472082
2004,North Dakota,ND,36,US Senate,Byron L. Dorgan,democrat,212143,310696
2004,North Dakota,ND,36,US Senate,Mike Liffrig,republican,98553,310696
2004,Ohio,OH,24,US Senate,NA,NA,296,5425823
2004,Ohio,OH,24,US Senate,Eric D. Fingerhut,democrat,1961171,5425823
2004,Ohio,OH,24,US Senate,George V. Voinovich,republican,3464356,5425823
2004,Oklahoma,OK,53,US Senate,Brad Carson,democrat,596750,1446846
2004,Oklahoma,OK,53,US Senate,Sheila Bilyeu,independent,86663,1446846
2004,Oklahoma,OK,53,US Senate,Tom Coburn,republican,763433,1446846
2004,Oregon,OR,72,US Senate,Teresa Keane,pacific green,43053,1780550
2004,Oregon,OR,72,US Senate,Dan Fitzgerald,libertarian,29582,1780550
2004,Oregon,OR,72,US Senate,Other,,1536,1780550
2004,Oregon,OR,72,US Senate,Al King,republican,565254,1780550
2004,Oregon,OR,72,US Senate,Ron Wyden,democrat,1128728,1780550
2004,Oregon,OR,72,US Senate,David Brownlow,constitution,12397,1780550
2004,Pennsylvania,PA,14,US Senate,Betsy Summer,libertarian,79263,5559105
2004,Pennsylvania,PA,14,US Senate,James N. Clymer,constitution,220056,5559105
2004,Pennsylvania,PA,14,US Senate,Arlen Specter,republican,2925080,5559105
2004,Pennsylvania,PA,14,US Senate,Blank Vote/Scattering,,580,5559105
2004,Pennsylvania,PA,14,US Senate,Joseph M. Hoeffel,democrat,2334126,5559105
2004,South Carolina,SC,48,US Senate,Tee Ferguson,united citizens,5859,1597221
2004,South Carolina,SC,48,US Senate,NA,NA,1286,1597221
2004,South Carolina,SC,48,US Senate,Patrick Tyndall,constitution,13464,1597221
2004,South Carolina,SC,48,US Senate,Rebekah E. Sutherland,libertarian,10678,1597221
2004,South Carolina,SC,48,US Senate,Jim DeMint,republican,857167,1597221
2004,South Carolina,SC,48,US Senate,Inez Tenenbaum,democrat,704384,1597221
2004,South Carolina,SC,48,US Senate,Efia Nwangaza,green,4245,1597221
2004,South Carolina,SC,48,US Senate,Efia Nwangaza,independence,138,1597221
2004,South Dakota,SD,37,US Senate,Tom Daschle,democrat,193340,391188
2004,South Dakota,SD,37,US Senate,John Thune,republican,197848,391188
2004,Utah,UT,67,US Senate,R. Paul Van Dam,democrat,258955,911726
2004,Utah,UT,67,US Senate,Robert F. Bennett,republican,626640,911726
2004,Utah,UT,67,US Senate,NA,NA,18,911726
2004,Utah,UT,67,US Senate,NA,NA,8824,911726
2004,Utah,UT,67,US Senate,Gary R. Van Horn,constitution,17289,911726
2004,Vermont,VT,6,US Senate,Ben Mitchell,liberty union,879,307208
2004,Vermont,VT,6,US Senate,Craig Hill,vermont green,3999,307208
2004,Vermont,VT,6,US Senate,Keith Stern,independent,3300,307208
2004,Vermont,VT,6,US Senate,NA,NA,174,307208
2004,Vermont,VT,6,US Senate,Jack McMullen,republican,75398,307208
2004,Vermont,VT,6,US Senate,Patrick J. Leahy,democrat,216972,307208
2004,Vermont,VT,6,US Senate,Cris Ericson,marijuana,6486,307208
2004,Washington,WA,73,US Senate,Patty Murray,democrat,1549708,2818651
2004,Washington,WA,73,US Senate,Mark B. Wilson,green,30304,2818651
2004,Washington,WA,73,US Senate,George R. Nethercutt,republican,1204584,2818651
2004,Washington,WA,73,US Senate,J. Mills,libertarian,34055,2818651
2004,Wisconsin,WI,25,US Senate,Arif Khan,libertarian,8367,2949743
2004,Wisconsin,WI,25,US Senate,Blank Vote/Scattering,,834,2949743
2004,Wisconsin,WI,25,US Senate,Russel D. Feingold,democrat,1632697,2949743
2004,Wisconsin,WI,25,US Senate,Tim Michels,republican,1301183,2949743
2004,Wisconsin,WI,25,US Senate,Eugene A. Hem,independent,6662,2949743
2006,Arizona,AZ,61,US Senate,Jim Pederson,democrat,664141,1526782
2006,Arizona,AZ,61,US Senate,NA,NA,12,1526782
2006,Arizona,AZ,61,US Senate,Jon Kyl,republican,814398,1526782
2006,Arizona,AZ,61,US Senate,Richard Mack,libertarian,48231,1526782
2006,California,CA,71,US Senate,Marsha Feinland,peace and freedom,117764,8541476
2006,California,CA,71,US Senate,Don J. Grundmann,independent,75350,8541476
2006,California,CA,71,US Senate,Dianne Feinstein,democrat,5076289,8541476
2006,California,CA,71,US Senate,NA,NA,326,8541476
2006,California,CA,71,US Senate,Todd Chretien,green,147074,8541476
2006,California,CA,71,US Senate,Michael S. Metti,libertarian,133851,8541476
2006,California,CA,71,US Senate,"Richard ""Dick"" Mountjoy",republican,2990822,8541476
2006,Connecticut,CT,1,US Senate,Joseph I. Lieberman,connecticut for lieberman,564095,1134777
2006,Connecticut,CT,1,US Senate,Timothy A. Knibbs,concerned citizens,4638,1134777
2006,Connecticut,CT,1,US Senate,Alan Schlesinger,republican,109198,1134777
2006,Connecticut,CT,1,US Senate,NA,NA,80,1134777
2006,Connecticut,CT,1,US Senate,Ned Lamont,democrat,450844,1134777
2006,Connecticut,CT,1,US Senate,Ralph A. Ferrucci,green,5922,1134777
2006,Delaware,DE,11,US Senate,Jan Ting,republican,69734,242972
2006,Delaware,DE,11,US Senate,William E. Morris,libertarian,2671,242972
2006,Delaware,DE,11,US Senate,Thomas R. Carper,democrat,170567,242972
2006,Florida,FL,43,US Senate,Belinda Noah,none,24880,4793534
2006,Florida,FL,43,US Senate,NA,NA,16,4793534
2006,Florida,FL,43,US Senate,Floyd Ray Frazier,none,16628,4793534
2006,Florida,FL,43,US Senate,Bill Nelson,democrat,2890548,4793534
2006,Florida,FL,43,US Senate,Brian Moore,none,19695,4793534
2006,Florida,FL,43,US Senate,NA,NA,78,4793534
2006,Florida,FL,43,US Senate,Roy Tanner,none,15562,4793534
2006,Florida,FL,43,US Senate,Katherine Harris,republican,1826127,4793534
2006,Hawaii,HI,82,US Senate,Lloyd Jeffrey Mallan,libertarian,6415,342842
2006,Hawaii,HI,82,US Senate,Cynthia Thielen,republican,126097,342842
2006,Hawaii,HI,82,US Senate,Daniel K. Akaka,democrat,210330,342842
2006,Indiana,IN,22,US Senate,Richard G. Lugar,republican,1171553,1341111
2006,Indiana,IN,22,US Senate,NA,NA,294,1341111
2006,Indiana,IN,22,US Senate,Steve Osborn,libertarian,168820,1341111
2006,Indiana,IN,22,US Senate,NA,NA,444,1341111
2006,Maine,ME,2,US Senate,Other,,179,545128
2006,Maine,ME,2,US Senate,Olympia J. Snowe,republican,405596,545128
2006,Maine,ME,2,US Senate,William H. Slavick,independent,26222,545128
2006,Maine,ME,2,US Senate,Jean M. Hay Bright,democrat,113131,545128
2006,Maryland,MD,52,US Senate,NA,NA,120,1781139
2006,Maryland,MD,52,US Senate,Kevin Zeese,green,27564,1781139
2006,Maryland,MD,52,US Senate,Michael S. Steele,republican,787182,1781139
2006,Maryland,MD,52,US Senate,NA,NA,796,1781139
2006,Maryland,MD,52,US Senate,Benjamin L. Cardin,democrat,965477,1781139
2006,Massachusetts,MA,3,US Senate,Edward M. Kennedy,democrat,1500738,2243835
2006,Massachusetts,MA,3,US Senate,Blank Vote/Scattering,,78345,2243835
2006,Massachusetts,MA,3,US Senate,Other,,3220,2243835
2006,Massachusetts,MA,3,US Senate,Kenneth G. Chase,republican,661532,2243835
2006,Michigan,MI,23,US Senate,NA,NA,24,3780142
2006,Michigan,MI,23,US Senate,Debbie Stabenow,democrat,2151278,3780142
2006,Michigan,MI,23,US Senate,David Sole,green,23890,3780142
2006,Michigan,MI,23,US Senate,Leonard Schwartz,libertarian,27012,3780142
2006,Michigan,MI,23,US Senate,W. Dennis FitzSimons,u.s. taxpayers,18341,3780142
2006,Michigan,MI,23,US Senate,Michael Bouchard,republican,1559597,3780142
2006,Minnesota,MN,33,US Senate,Ben Powers,constitution,5408,2202772
2006,Minnesota,MN,33,US Senate,Mark R. Kennedy,republican,835653,2202772
2006,Minnesota,MN,33,US Senate,NA,NA,954,2202772
2006,Minnesota,MN,33,US Senate,Michael James Cavlan,green,10714,2202772
2006,Minnesota,MN,33,US Senate,Amy Klobuchar,democratic-farmer-labor,1278849,2202772
2006,Minnesota,MN,33,US Senate,Robert Fitzgerald,independence,71194,2202772
2006,Mississippi,MS,46,US Senate,Harold M. Taylor,libertarian,9522,610921
2006,Mississippi,MS,46,US Senate,Trent Lott,republican,388399,610921
2006,Mississippi,MS,46,US Senate,Erik R. Fleming,democrat,213000,610921
2006,Missouri,MO,34,US Senate,Frank Gilmour,libertarian,47792,2128459
2006,Missouri,MO,34,US Senate,NA,NA,88,2128459
2006,Missouri,MO,34,US Senate,James M. Talent,republican,1006941,2128459
2006,Missouri,MO,34,US Senate,Lydia Lewis,progressive,18383,2128459
2006,Missouri,MO,34,US Senate,Claire McCaskill,democrat,1055255,2128459
2006,Montana,MT,64,US Senate,Conrad Burns,republican,196283,406505
2006,Montana,MT,64,US Senate,Stan Jones,libertarian,10377,406505
2006,Montana,MT,64,US Senate,Jon Tester,democrat,199845,406505
2006,Nebraska,NE,35,US Senate,Pete Ricketts,republican,213928,592316
2006,Nebraska,NE,35,US Senate,E. Benjamin Nelson,democrat,378388,592316
2006,Nevada,NV,65,US Senate,David K. Schumann,independent,7774,582572
2006,Nevada,NV,65,US Senate,Brendan Trainor,libertarian,5269,582572
2006,Nevada,NV,65,US Senate,Other,,8232,582572
2006,Nevada,NV,65,US Senate,John Ensign,republican,322501,582572
2006,Nevada,NV,65,US Senate,Jack Carter,democrat,238796,582572
2006,New Jersey,NJ,12,US Senate,"Thomas H. Kean, Jr.",republican,41998,101973
2006,New Jersey,NJ,12,US Senate,Robert Menendez,democrat,58333,101973
2006,New Jersey,NJ,12,US Senate,Angela L. Lariscy,socialist workers,90,101973
2006,New Jersey,NJ,12,US Senate,Daryl Mikell Brooks,poor peopleǐs campaign,263,101973
